City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Jalu,LY,2022-09-21 20:29:56,29.03,21.55,90.9,14,6,9.62
272,Waipawa,NZ,2022-09-21 20:29:56,-41.41,175.52,48.65,93,100,10.16
273,Komsomolskiy,UZ,2022-09-21 20:30:43,40.43,71.72,72.16,26,44,2.93
274,Sitka,US,2022-09-21 20:30:35,57.05,-135.33,57.09,88,75,6.91
275,Arraial Do Cabo,BR,2022-09-21 20:30:57,-22.97,-42.03,71.56,83,75,8.05
276,Narsaq,GL,2022-09-21 20:30:57,60.92,-46.05,48.42,67,41,2.86
277,Guerrero Negro,MX,2022-09-21 20:30:58,27.98,-114.06,80.51,56,17,13.04
278,Rabo De Peixe,PT,2022-09-21 20:26:39,37.8,-25.58,72.91,94,20,8.05
279,Nouadhibou,MR,2022-09-21 20:30:58,20.93,-17.03,75.18,73,74,20.71
280,Sao Filipe,CV,2022-09-21 20:28:45,14.9,-24.5,78.71,77,38,10.54
281,Whitianga,NZ,2022-09-21 20:30:59,-36.83,175.7,57.43,88,100,9.82
282,Kiruna,SE,2022-09-21 20:30:59,67.86,20.23,43.72,87,40,10.36
283,Bac Lieu,VN,2022-09-21 20:31:00,9.28,105.72,78.62,85,100,11.5
284,Lavrentiya,RU,2022-09-21 20:31:00,65.58,-171.0,40.32,97,100,26.91
285,Am Timan,TD,2022-09-21 20:31:00,11.03,20.28,75.94,82,27,2.19
286,Grenfell,AU,2022-09-21 20:31:01,-33.9,148.17,50.54,93,16,8.1
287,Thompson,CA,2022-09-21 20:26:37,55.74,-97.86,48.36,57,75,8.05
288,Mahebourg,MU,2022-09-21 20:29:21,-20.41,57.7,71.89,83,75,10.36
289,Pirojpur,BD,2022-09-21 20:31:02,22.57,89.98,78.28,92,70,4.68
290,Portland,US,2022-09-21 20:27:31,45.52,-122.68,78.57,47,75,5.75
291,Arman,RU,2022-09-21 20:31:05,59.7,150.17,35.02,65,1,10.6
292,Port Blair,IN,2022-09-21 20:30:27,11.67,92.75,80.46,84,100,10.13
293,Melita,CA,2022-09-21 20:31:06,49.27,-101.0,54.54,50,66,15.95
294,Roald,NO,2022-09-21 20:31:08,62.58,6.13,61.32,72,0,4.61
295,The Valley,AI,2022-09-21 20:31:04,18.22,-63.06,87.66,79,20,14.97
296,Bondo,CD,2022-09-21 20:31:08,3.81,23.69,71.4,93,86,1.86
297,Ponta Delgada,PT,2022-09-21 20:31:09,37.73,-25.67,74.12,94,20,8.05
298,Saravan,AM,2022-09-21 20:31:09,39.72,45.65,60.15,45,41,5.97
299,Tieli,CN,2022-09-21 20:31:09,46.95,128.05,50.56,84,50,7.18
300,Cordoba,AR,2022-09-21 20:30:27,-31.41,-64.18,53.76,63,75,10.36
301,Port Lincoln,AU,2022-09-21 20:29:08,-34.73,135.87,53.13,87,98,4.18
302,Tarakan,ID,2022-09-21 20:31:10,3.3,117.63,77.31,80,100,4.32
303,Poum,NC,2022-09-21 20:31:11,-20.23,164.02,75.49,74,9,7.52
304,Kalmunai,LK,2022-09-21 20:31:11,7.42,81.82,79.45,77,10,2.08
305,Kuala Terengganu,MY,2022-09-21 20:31:12,5.33,103.14,76.95,88,20,3.44
306,Geraldton,AU,2022-09-21 20:31:04,-28.77,114.6,50.41,93,14,5.75
307,Columbus,US,2022-09-21 20:27:05,39.96,-83.0,90.01,63,75,9.22
308,Solnechnyy,RU,2022-09-21 20:31:13,50.72,136.63,43.48,87,100,5.57
309,Fortuna,US,2022-09-21 20:31:13,40.6,-124.16,68.94,73,100,3.0
310,Leshukonskoye,RU,2022-09-21 20:31:13,64.9,45.76,35.91,93,38,3.98
311,Taitung,TW,2022-09-21 20:31:14,22.76,121.14,76.37,80,70,8.72
312,Okhotsk,RU,2022-09-21 20:31:14,59.38,143.3,37.72,49,0,24.79
313,Urdoma,RU,2022-09-21 20:31:15,61.75,48.54,39.6,96,8,3.38
314,Tokuyama,JP,2022-09-21 20:31:15,34.05,131.82,65.82,78,95,7.25
315,Fairview,US,2022-09-21 20:31:16,40.81,-74.0,84.54,53,0,17.27
316,Bela,IN,2022-09-21 20:31:16,25.93,81.98,77.76,94,75,9.28
317,Ngunguru,NZ,2022-09-21 20:30:08,-35.62,174.5,56.43,83,39,6.8
318,Kiama,AU,2022-09-21 20:31:17,-34.68,150.87,60.39,92,99,15.5
319,Saint-Augustin,CA,2022-09-21 20:30:19,51.23,-58.65,56.35,60,100,4.05
320,Kahului,US,2022-09-21 20:28:26,20.89,-156.47,87.82,62,20,20.71
321,Constitucion,CL,2022-09-21 20:30:32,-35.33,-72.42,53.29,62,37,12.28
322,Dire,ML,2022-09-21 20:32:18,12.28,-10.97,71.82,97,100,1.68
323,Belaya Gora,RU,2022-09-21 20:32:18,68.53,146.42,32.54,99,100,10.0
324,Conceicao Da Barra,BR,2022-09-21 20:32:19,-18.59,-39.73,74.68,83,91,13.24
325,Luza,RU,2022-09-21 20:32:19,60.63,47.25,41.38,97,37,4.5
326,Hambantota,LK,2022-09-21 20:32:20,6.12,81.12,79.0,83,22,14.58
327,Cochrane,CA,2022-09-21 20:27:30,51.18,-114.47,63.9,37,0,20.71
328,Gamboma,CG,2022-09-21 20:32:21,-1.88,15.86,74.19,87,78,2.91
329,Asau,RO,2022-09-21 20:29:44,46.43,26.4,45.52,93,99,1.1
330,Esperance,AU,2022-09-21 20:29:41,-33.87,121.9,53.44,77,97,16.6
331,Gimli,CA,2022-09-21 20:28:57,50.63,-96.99,53.62,71,100,10.36
332,Borba,BR,2022-09-21 20:32:22,-4.39,-59.59,99.19,24,93,1.92
333,Rafsanjan,IR,2022-09-21 20:32:22,30.41,55.99,75.94,14,1,4.32
334,Chuy,UY,2022-09-21 20:32:23,-33.7,-53.46,53.15,74,100,7.27
335,Tokur,RU,2022-09-21 20:32:23,53.13,132.9,36.05,98,100,1.61
336,Longyearbyen,SJ,2022-09-21 20:32:24,78.22,15.64,33.64,75,40,26.46
337,Kutum,SD,2022-09-21 20:32:25,14.2,24.67,79.16,29,14,7.99
338,Atikokan,CA,2022-09-21 20:32:25,48.76,-91.62,45.5,82,100,10.45
339,Bandarbeyla,SO,2022-09-21 20:32:25,9.49,50.81,77.74,87,73,20.71
340,Bengkulu,ID,2022-09-21 20:32:26,-3.8,102.27,73.94,90,49,2.93
341,Cabra,ES,2022-09-21 20:32:26,37.47,-4.44,71.42,63,64,2.86
342,Bara,NG,2022-09-21 20:32:27,10.37,10.73,76.44,80,100,2.84
343,Sur,OM,2022-09-21 20:32:28,22.57,59.53,81.9,71,2,11.39
344,Salinopolis,BR,2022-09-21 20:32:28,-0.61,-47.36,80.47,76,10,15.26
345,Ayan,RU,2022-09-21 20:32:13,56.45,138.17,44.1,66,76,6.02
346,Lugovoy,KZ,2022-09-21 20:32:29,42.95,72.76,67.33,37,2,5.23
347,Severnyy-Kospashskiy,RU,2022-09-21 20:32:29,59.09,57.8,42.6,88,94,1.81
348,Chiknayakanhalli,IN,2022-09-21 20:32:30,13.42,76.62,66.18,91,51,5.7
349,Fort Saint James,CA,2022-09-21 20:32:30,54.43,-124.25,67.55,28,65,2.89
350,Nishihara,JP,2022-09-21 20:29:40,26.18,127.76,78.85,78,40,5.75
351,Denpasar,ID,2022-09-21 20:28:06,-8.65,115.22,80.26,83,20,11.5
352,Puerto Escondido,MX,2022-09-21 20:32:31,15.85,-97.07,86.83,48,75,8.05
353,Belyy Yar,RU,2022-09-21 20:32:32,53.6,91.39,42.69,87,0,2.24
354,Marang,MY,2022-09-21 20:32:32,5.21,103.21,76.93,87,100,4.76
355,Toamasina,MG,2022-09-21 20:32:32,-18.17,49.38,68.0,94,75,5.75
356,Naryan-Mar,RU,2022-09-21 20:30:41,67.67,53.09,36.91,77,33,15.55
357,Ovalle,CL,2022-09-21 20:32:33,-30.6,-71.2,69.1,23,0,10.02
358,Morondava,MG,2022-09-21 20:32:33,-20.28,44.28,72.0,90,6,6.2
359,Nkowakowa,ZA,2022-09-21 20:32:34,-23.89,30.29,58.42,93,27,2.3
360,Tursunzoda,TJ,2022-09-21 20:32:34,38.51,68.23,71.87,24,0,5.14
361,Fare,PF,2022-09-21 20:32:35,-16.7,-151.02,78.71,69,2,19.73
362,Kyakhta,RU,2022-09-21 20:32:35,50.35,106.45,32.14,79,86,2.37
363,Tongzhou,CN,2022-09-21 20:32:35,39.91,116.6,62.71,88,0,6.71
364,Clyde River,CA,2022-09-21 20:28:01,70.47,-68.59,32.23,69,75,2.3
365,Bambanglipuro,ID,2022-09-21 20:33:36,-7.95,110.28,76.05,90,100,9.84
366,La Trinitaria,MX,2022-09-21 20:33:36,16.12,-92.05,70.03,79,83,1.28
367,Mizan Teferi,ET,2022-09-21 20:33:37,6.98,35.58,62.13,93,89,2.26
368,Oranjemund,NA,2022-09-21 20:31:13,-28.55,16.43,59.0,59,0,2.68
369,Ketchikan,US,2022-09-21 20:33:37,55.34,-131.65,59.47,82,0,6.91
370,San Cristobal,VE,2022-09-21 20:33:38,7.77,-72.22,78.98,74,81,1.5
371,College,US,2022-09-21 20:33:38,64.86,-147.8,47.21,84,100,3.44
372,Merauke,ID,2022-09-21 20:33:39,-8.47,140.33,77.45,88,99,10.09
373,Suhbaatar,MN,2022-09-21 20:33:39,50.23,106.21,34.41,80,92,3.36
374,Gimbi,ET,2022-09-21 20:33:39,9.17,35.83,54.86,93,98,1.54
375,Sorland,NO,2022-09-21 20:33:40,67.67,12.69,51.66,94,100,22.5
376,Vylkove,UA,2022-09-21 20:33:40,45.4,29.59,53.1,72,23,9.66
377,Boda,CF,2022-09-21 20:33:41,4.32,17.47,69.85,97,83,1.52
378,Margate,GB,2022-09-21 20:33:41,51.38,1.39,58.69,73,35,1.01
379,Borisovka,RU,2022-09-21 20:33:42,50.62,35.99,46.54,76,68,5.73
380,Tessalit,ML,2022-09-21 20:33:42,20.2,1.01,96.17,18,87,0.72
381,Hoyanger,NO,2022-09-21 20:33:42,61.22,6.07,54.9,80,100,4.03
382,Bluefields,NI,2022-09-21 20:33:43,12.01,-83.76,87.87,74,75,4.61
383,Flinders,AU,2022-09-21 20:31:17,-34.58,150.86,62.38,90,98,5.99
384,Praia,CV,2022-09-21 20:33:43,14.92,-23.51,79.34,73,75,16.11
385,Wilmington,US,2022-09-21 20:33:44,34.23,-77.94,89.01,59,0,9.22
386,Havoysund,NO,2022-09-21 20:33:44,71.0,24.66,50.23,94,100,20.42
387,Gazanjyk,TM,2022-09-21 20:33:45,39.24,55.52,79.14,17,2,8.75
388,Inongo,CD,2022-09-21 20:33:45,-1.95,18.27,71.28,92,100,3.96
389,Saint-Pierre,RE,2022-09-21 20:33:45,-21.34,55.48,67.68,73,0,8.05
390,Pitimbu,BR,2022-09-21 20:33:46,-7.47,-34.81,79.39,79,0,9.73
391,Ivanteyevka,RU,2022-09-21 20:33:46,55.97,37.92,50.56,96,100,6.15
392,Blagoyevo,RU,2022-09-21 20:33:46,63.37,47.92,37.94,97,12,3.29
393,San Ignacio,BZ,2022-09-21 20:33:47,17.16,-89.07,87.94,62,40,6.91
394,Dawei,MM,2022-09-21 20:33:47,14.08,98.2,74.66,95,100,0.94
395,Kazerun,IR,2022-09-21 20:33:48,29.62,51.65,78.67,36,28,3.47
396,Mujiayingzi,CN,2022-09-21 20:33:48,42.12,118.78,54.93,68,100,6.33
397,Olafsvik,IS,2022-09-21 20:33:49,64.89,-23.71,49.96,87,100,2.21
398,Ozernovskiy,RU,2022-09-21 20:33:49,51.5,156.52,50.09,77,87,18.66
399,Carahue,CL,2022-09-21 20:33:50,-38.7,-73.17,50.95,71,62,4.29
400,Erenhot,CN,2022-09-21 20:33:50,43.65,111.98,50.04,55,64,12.21
401,Haimen,CN,2022-09-21 20:33:50,23.19,116.61,78.69,82,69,8.88
402,Barstow,US,2022-09-21 20:33:51,34.9,-117.02,81.16,16,0,16.33
403,Bata,GQ,2022-09-21 20:33:51,1.86,9.77,76.64,88,95,6.11
404,Novomyrhorod,UA,2022-09-21 20:33:52,48.78,31.64,49.87,84,100,5.93
405,Susanville,US,2022-09-21 20:33:52,40.42,-120.65,59.67,58,75,5.01
406,Tilichiki,RU,2022-09-21 20:33:52,60.47,166.1,39.61,90,99,20.78
407,Artsvaberd,AM,2022-09-21 20:33:53,40.83,45.47,61.54,50,84,4.03
408,Zyryanka,RU,2022-09-21 20:33:53,65.75,150.85,32.0,90,100,22.1
409,Laguna,US,2022-09-21 20:33:53,38.42,-121.42,77.29,66,100,5.75
410,Kolaras,IN,2022-09-21 20:33:54,25.23,77.6,72.73,97,100,3.83
411,Mazamari,PE,2022-09-21 20:33:54,-11.33,-74.53,85.55,52,81,2.39
412,Abonnema,NG,2022-09-21 20:33:55,4.71,6.79,77.29,89,98,6.78
413,Puerto Cabello,VE,2022-09-21 20:34:55,10.47,-68.01,94.55,84,95,6.76
414,Tres Arroyos,AR,2022-09-21 20:34:56,-38.37,-60.28,58.82,34,100,7.83
415,Cayenne,GF,2022-09-21 20:30:05,4.93,-52.33,84.24,65,0,10.36
416,Vetrisoaia,RO,2022-09-21 20:34:56,46.43,28.21,50.18,82,13,4.5
417,Lakes Entrance,AU,2022-09-21 20:34:56,-37.88,147.98,48.16,55,100,2.13
418,Sioux Lookout,CA,2022-09-21 20:31:28,50.1,-91.92,50.07,66,75,11.5
419,Takhatgarh,IN,2022-09-21 20:34:57,25.33,73.0,78.93,64,75,9.93
420,Panguna,PG,2022-09-21 20:34:58,-6.32,155.48,67.24,92,100,2.33
421,Aksu,CN,2022-09-21 20:34:58,41.12,80.26,72.36,30,86,5.19
422,Otjiwarongo,NA,2022-09-21 20:34:58,-20.46,16.65,58.39,19,0,2.51
423,Cockburn Town,TC,2022-09-21 20:34:59,21.46,-71.14,83.34,80,100,22.15
424,Waingapu,ID,2022-09-21 20:34:59,-9.66,120.26,76.77,78,8,5.97
425,Sydney Mines,CA,2022-09-21 20:35:00,46.24,-60.22,64.99,97,100,11.5
426,Tombouctou,ML,2022-09-21 20:35:00,20.0,-3.0,94.77,30,40,8.97
427,Saint John,CA,2022-09-21 20:31:07,45.27,-66.07,64.4,94,100,8.05
428,Northam,GB,2022-09-21 20:35:01,51.03,-4.22,55.26,87,100,8.1
429,Saldanha,ZA,2022-09-21 20:31:21,-33.01,17.94,51.85,84,12,5.61
430,Te Anau,NZ,2022-09-21 20:35:01,-45.42,167.72,45.82,85,77,0.94
431,Waw,SS,2022-09-21 20:35:02,7.7,28.0,70.54,94,100,7.67
432,Iquitos,PE,2022-09-21 20:35:02,-3.75,-73.25,91.44,62,75,4.61
433,Ban Nahin,LA,2022-09-21 20:35:03,18.24,104.21,72.66,97,79,2.93
434,Kapoeta,SS,2022-09-21 20:35:03,4.77,33.59,81.79,40,43,8.55
435,Kikwit,CD,2022-09-21 20:35:03,-5.04,18.82,73.78,86,92,1.36
436,Obertyn,UA,2022-09-21 20:35:04,48.7,25.17,47.53,93,100,11.5
437,Evensk,RU,2022-09-21 20:35:04,61.95,159.23,41.65,67,100,5.68
438,Sarankhola,BD,2022-09-21 20:35:05,22.31,89.79,77.68,93,57,3.6
439,Ribeira Grande,PT,2022-09-21 20:35:05,38.52,-28.7,75.6,83,20,5.75
440,Bilibino,RU,2022-09-21 20:30:28,68.05,166.44,36.86,77,96,9.69
441,Illapel,CL,2022-09-21 20:35:06,-31.63,-71.17,61.39,42,0,7.45
442,Muros,ES,2022-09-21 20:31:15,42.78,-9.06,64.83,82,0,4.61
443,Pangody,RU,2022-09-21 20:35:06,65.85,74.49,39.96,77,96,14.79
444,Tommot,RU,2022-09-21 20:35:07,58.96,126.29,29.17,89,93,0.89
445,Moron,AR,2022-09-21 20:30:45,-34.65,-58.62,61.97,56,90,5.48
446,Hami,CN,2022-09-21 20:35:08,42.8,93.45,68.05,12,0,7.23
447,Batagay-Alyta,RU,2022-09-21 20:35:08,67.8,130.41,28.0,59,100,4.29
448,Nizwa,OM,2022-09-21 20:35:09,22.93,57.53,83.05,41,8,2.98
449,Galesong,ID,2022-09-21 20:35:09,-5.32,119.37,73.42,79,94,5.17
450,Beloha,MG,2022-09-21 20:35:10,-25.17,45.05,73.0,51,0,12.35
451,Wamba,NG,2022-09-21 20:35:10,8.93,8.6,73.47,89,100,2.66
452,Genhe,CN,2022-09-21 20:35:11,50.78,121.52,35.51,88,86,2.77
453,Millinocket,US,2022-09-21 20:35:11,45.66,-68.71,62.71,72,100,5.75
454,Iracoubo,GF,2022-09-21 20:35:12,5.48,-53.2,81.01,80,19,13.91
455,Abalak,RU,2022-09-21 20:35:12,58.13,68.59,51.75,69,100,5.88
456,Cullera,ES,2022-09-21 20:35:12,39.17,-0.25,76.77,66,94,1.01
457,Paptalaya,HN,2022-09-21 20:35:13,15.5,-84.32,84.74,67,100,7.14
458,Pucallpa,PE,2022-09-21 20:35:13,-8.38,-74.55,95.04,43,20,6.91
459,Coihaique,CL,2022-09-21 20:34:11,-45.58,-72.07,51.75,46,20,6.91
460,Pontes E Lacerda,BR,2022-09-21 20:37:22,-15.23,-59.34,94.42,30,94,4.0
461,Mayor Pablo Lagerenza,PY,2022-09-21 20:37:22,-19.93,-60.77,75.18,59,51,13.76
462,Porbandar,IN,2022-09-21 20:37:23,21.64,69.61,78.93,77,93,8.75
463,Murgab,TM,2022-09-21 20:37:23,37.5,61.97,69.67,49,0,0.0
464,Oussouye,SN,2022-09-21 20:37:24,12.48,-16.55,80.78,93,100,7.36
465,Zuenoula,CI,2022-09-21 20:37:24,7.43,-6.04,72.01,98,83,4.09
466,Agadez,NE,2022-09-21 20:37:24,19.75,10.25,91.2,12,4,4.16
467,Darab,IR,2022-09-21 20:37:25,28.75,54.54,77.13,30,15,0.98
468,Jieshi,CN,2022-09-21 20:37:25,22.81,115.83,77.02,80,88,8.81
469,Dvinskoy,RU,2022-09-21 20:37:26,62.15,45.12,40.55,95,8,1.59
470,Bubaque,GW,2022-09-21 20:37:26,11.28,-15.83,77.2,90,100,10.42
471,Acajutla,SV,2022-09-21 20:37:27,13.59,-89.83,79.45,83,85,9.37
472,Roswell,US,2022-09-21 20:34:57,34.02,-84.36,94.66,45,0,3.44
473,Takoradi,GH,2022-09-21 20:33:22,4.88,-1.76,75.16,90,74,5.84
474,Cedar City,US,2022-09-21 20:37:27,37.68,-113.06,72.39,88,75,16.11
475,Wonthaggi,AU,2022-09-21 20:37:28,-38.6,145.59,54.54,73,77,2.19
476,Sompeta,IN,2022-09-21 20:37:28,18.93,84.6,81.07,83,100,4.18
477,Zaysan,KZ,2022-09-21 20:37:29,47.47,84.87,59.67,24,0,4.32
478,Sobolevo,RU,2022-09-21 20:37:29,54.43,31.9,47.03,96,100,9.15
479,Lazaro Cardenas,MX,2022-09-21 20:37:29,17.96,-102.2,82.78,75,97,4.85
480,Birao,CF,2022-09-21 20:37:30,10.28,22.79,75.15,84,5,1.5
481,Sucua,EC,2022-09-21 20:37:30,-2.47,-78.17,84.94,47,40,8.05
482,Qasigiannguit,GL,2022-09-21 20:37:31,68.82,-51.19,35.85,78,68,6.24
483,Antofagasta,CL,2022-09-21 20:37:31,-23.65,-70.4,58.28,72,8,8.61
484,Bonfim,BR,2022-09-21 20:37:31,3.08,-59.95,86.29,61,23,1.77
485,Chinsali,ZM,2022-09-21 20:37:32,-10.54,32.08,69.31,42,85,9.71
486,Tabuk,PH,2022-09-21 20:37:32,17.42,121.44,71.35,94,99,2.17
487,Monaragala,LK,2022-09-21 20:37:33,6.87,81.35,75.4,81,13,3.2
488,Turayf,SA,2022-09-21 20:37:33,31.67,38.66,71.85,56,0,11.5
489,Kropotkin,RU,2022-09-21 20:37:33,45.44,40.58,59.43,86,100,1.25
490,Cacapava Do Sul,BR,2022-09-21 20:37:34,-30.51,-53.49,55.56,80,98,9.82
491,Saint-Francois,FR,2022-09-21 20:37:34,46.42,3.91,47.68,71,0,0.0
492,Namatanai,PG,2022-09-21 20:37:35,-3.67,152.43,80.02,73,100,1.68
493,Afua,BR,2022-09-21 20:37:35,-0.16,-50.39,83.25,70,55,9.82
494,Dwarka,IN,2022-09-21 20:37:35,22.24,68.97,79.77,74,14,10.78
495,Grand-Lahou,CI,2022-09-21 20:37:36,5.14,-5.02,75.13,93,24,5.55
496,Inuvik,CA,2022-09-21 20:37:36,68.35,-133.72,47.41,78,75,4.61
497,Richards Bay,ZA,2022-09-21 20:37:36,-28.78,32.04,60.39,84,58,4.54
498,Vaitape,PF,2022-09-21 20:37:37,-16.52,-151.75,78.44,74,8,20.47
499,Hirado,JP,2022-09-21 20:37:37,33.36,129.55,69.51,62,92,5.97
500,Torbay,CA,2022-09-21 20:35:35,47.67,-52.73,57.27,80,75,13.8
501,Coahuayana,MX,2022-09-21 20:37:38,18.73,-103.68,79.47,88,100,2.53
502,Pili,PH,2022-09-21 20:37:38,13.58,123.3,75.33,93,100,1.12
503,Sawtell,AU,2022-09-21 20:37:39,-30.38,153.1,64.42,82,100,20.71
504,Yerbogachen,RU,2022-09-21 20:37:39,61.28,108.01,28.63,93,100,3.0
505,Tougan,BF,2022-09-21 20:38:39,13.07,-3.07,76.48,84,61,5.97
506,Puerto Quijarro,BO,2022-09-21 20:38:40,-17.78,-57.77,95.45,29,75,4.41
507,Letlhakane,BW,2022-09-21 20:38:40,-21.42,25.58,62.94,72,0,11.23
508,Atar,MR,2022-09-21 20:38:37,20.52,-13.05,96.31,32,13,11.63
509,Xuddur,SO,2022-09-21 20:38:41,4.12,43.89,75.0,75,45,15.7
510,North Branch,US,2022-09-21 20:38:41,45.51,-92.98,66.27,67,4,8.99
511,Gigmoto,PH,2022-09-21 20:38:42,13.78,124.39,78.44,87,99,5.66
512,Georgiyevskoye,RU,2022-09-21 20:38:42,58.73,45.02,45.79,89,98,7.2
513,Zhigansk,RU,2022-09-21 20:38:42,66.77,123.37,29.16,93,100,18.34
514,Tarashcha,UA,2022-09-21 20:38:43,49.56,30.49,43.99,94,48,5.59
515,Tutoia,BR,2022-09-21 20:38:43,-2.76,-42.27,78.78,81,12,13.49
516,Seymchan,RU,2022-09-21 20:38:44,62.88,152.43,32.27,96,100,3.04
517,Aswan,EG,2022-09-21 20:38:44,24.09,32.91,87.1,19,0,6.91
518,High Level,CA,2022-09-21 20:38:44,58.52,-117.14,60.91,55,40,10.36
519,Riyadh,SA,2022-09-21 20:35:36,24.69,46.72,87.94,23,0,8.41
520,Sladkovo,RU,2022-09-21 20:38:45,55.53,70.34,59.07,45,3,5.93
521,Alice Springs,AU,2022-09-21 20:38:36,-23.7,133.88,45.95,66,2,0.0
522,Dudinka,RU,2022-09-21 20:38:45,69.41,86.18,36.63,97,100,20.76
523,Amurzet,RU,2022-09-21 20:38:46,47.7,131.1,47.61,77,50,4.18
524,Broken Hill,AU,2022-09-21 20:38:46,-31.95,141.43,53.71,93,98,14.25
525,Altay,CN,2022-09-21 20:38:47,47.87,88.12,56.16,31,0,4.07
526,Shahgarh,IN,2022-09-21 20:38:47,24.32,79.13,73.76,98,100,4.74
527,Guanay,BO,2022-09-21 20:38:48,-15.5,-67.88,90.54,46,56,1.28
528,Mitu,CO,2022-09-21 20:38:48,1.2,-70.17,84.33,64,98,1.54
529,Viedma,AR,2022-09-21 20:38:48,-40.81,-63.0,46.11,78,100,11.34
530,Southbridge,US,2022-09-21 20:34:26,42.08,-72.03,74.44,73,6,4.76
531,Severnyy,RU,2022-09-21 20:38:49,50.68,36.55,46.44,87,0,2.24
532,Assai,BR,2022-09-21 20:38:49,-23.37,-50.84,66.06,92,99,5.97
533,Yatou,CN,2022-09-21 20:38:50,37.15,122.38,59.9,73,0,8.93
534,Narok,KE,2022-09-21 20:38:50,-1.08,35.86,60.53,62,65,7.34
535,Biak,ID,2022-09-21 20:38:50,-0.91,122.88,75.16,84,89,3.36
536,Maceio,BR,2022-09-21 20:38:51,-9.67,-35.74,78.24,78,20,13.8
537,Tymovskoye,RU,2022-09-21 20:38:51,50.85,142.66,45.73,80,20,9.26
538,Dhidhdhoo,MV,2022-09-21 20:38:52,6.88,73.1,81.36,75,4,10.04
539,Idrinskoye,RU,2022-09-21 20:38:52,54.37,92.14,46.78,83,80,3.42
540,Samarai,PG,2022-09-21 20:38:53,-10.62,150.67,78.73,85,100,10.42
541,Lasa,IT,2022-09-21 20:38:53,46.62,10.7,48.36,85,8,1.07
542,Concordia,AR,2022-09-21 20:38:53,-31.39,-58.02,62.78,68,75,16.11
543,Santarem,BR,2022-09-21 20:38:54,-2.44,-54.71,91.53,58,20,9.22
